i,joint_names,positions
571,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.09457437694072723, -0.7506125569343567, 2.1714928150177, -0.0359315425157547, -1.0249545574188232, 1.8576204776763916, 0.02024690993130207, -1.0722068548202515, 1.8390414714813232, -0.05513615906238556, -0.8894283175468445, 2.195244789123535]"
572,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.09457437694072723, -0.7506125569343567, 2.1714928150177, -0.0359315425157547, -1.0249545574188232, 1.8576204776763916, 0.02024690993130207, -1.0722068548202515, 1.8390414714813232, -0.05513615906238556, -0.8894283175468445, 2.195244789123535]"
573,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.09285490214824677, -0.7369747757911682, 2.128364324569702, -0.03810863196849823, -1.0301729440689087, 1.858034372329712, 0.02147086150944233, -1.079888105392456, 1.8377211093902588, -0.05415625870227814, -0.8738899230957031, 2.1528067588806152]"
574,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.08988948166370392, -0.7258930802345276, 2.0819058418273926, -0.04028691351413727, -1.0353704690933228, 1.8583998680114746, 0.022695230320096016, -1.087499976158142, 1.8362833261489868, -0.05245141685009003, -0.859022855758667, 2.106234312057495]"
575,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.08589722216129303, -0.7170791625976562, 2.0330331325531006, -0.04246647655963898, -1.040547251701355, 1.858717441558838, 0.02392001636326313, -1.0950409173965454, 1.8347275257110596, -0.05014680325984955, -0.8447840213775635, 2.0564775466918945]"
576,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.08113087713718414, -0.7104026675224304, 1.9832144975662231, -0.044647231698036194, -1.0457024574279785, 1.8589866161346436, 0.025145219638943672, -1.1025104522705078, 1.833054780960083, -0.04738764464855194, -0.8313522934913635, 2.005092144012451]"
577,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.07585479319095612, -0.7060753703117371, 1.9347282648086548, -0.04682938754558563, -1.0508363246917725, 1.8592077493667603, 0.02637098915874958, -1.1099072694778442, 1.831264853477478, -0.04432685673236847, -0.8192897439002991, 1.9544774293899536]"
578,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.07032199203968048, -0.7048730254173279, 1.8909852504730225, -0.0490126758813858, -1.0559478998184204, 1.8593804836273193, 0.027597175911068916, -1.1172301769256592, 1.829357624053955, -0.04111136496067047, -0.8097357153892517, 1.9081828594207764]"
579,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.07032199203968048, -0.7048730254173279, 1.8909852504730225, -0.0490126758813858, -1.0559478998184204, 1.8593804836273193, 0.027597175911068916, -1.1172301769256592, 1.829357624053955, -0.04111136496067047, -0.8097357153892517, 1.9081828594207764]"
580,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.06475348770618439, -0.7083777785301208, 1.856889247894287, -0.051197245717048645, -1.0610374212265015, 1.8595051765441895, 0.02882389910519123, -1.1244781017303467, 1.8273332118988037, -0.03787030279636383, -0.8046151399612427, 1.8712494373321533]"
581,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.06038810312747955, -0.7162871360778809, 1.841004490852356, -0.052945658564567566, -1.0650928020477295, 1.8595703840255737, 0.029805408790707588, -1.130221962928772, 1.8256295919418335, -0.03532646596431732, -0.8056219220161438, 1.8529727458953857]"
582,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.06038810312747955, -0.7162871360778809, 1.841004490852356, -0.052945658564567566, -1.0650928020477295, 1.8595703840255737, 0.029805408790707588, -1.130221962928772, 1.8256295919418335, -0.03532646596431732, -0.8056219220161438, 1.8529727458953857]"
583,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.05535818636417389, -0.7335611581802368, 1.8398501873016357, -0.05813835561275482, -1.080129861831665, 1.8661315441131592, 0.03271926939487457, -1.1501673460006714, 1.826891303062439, -0.032392218708992004, -0.8148204684257507, 1.8489367961883545]"
584,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.05351443588733673, -0.7407098412513733, 1.8411080837249756, -0.06203509867191315, -1.097113013267517, 1.8831696510314941, 0.03490360081195831, -1.1708592176437378, 1.840179443359375, -0.03131626546382904, -0.8190147876739502, 1.8491896390914917]"
585,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.05351443588733673, -0.7407098412513733, 1.8411080837249756, -0.06203509867191315, -1.097113013267517, 1.8831696510314941, 0.03490360081195831, -1.1708592176437378, 1.840179443359375, -0.03131626546382904, -0.8190147876739502, 1.8491896390914917]"
586,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.051671579480171204, -0.747832179069519, 1.842288851737976, -0.06593643128871918, -1.117522120475769, 1.9075043201446533, 0.037088438868522644, -1.195003867149353, 1.8609651327133179, -0.030240608379244804, -0.8231968283653259, 1.849413514137268]"
587,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.04982955753803253, -0.7549279928207397, 1.8433928489685059, -0.06981717050075531, -1.140057921409607, 1.936531662940979, 0.03925974667072296, -1.221265435218811, 1.8866496086120605, -0.029165251180529594, -0.827366054058075, 1.849608063697815]"
588,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.04798834025859833, -0.7619964480400085, 1.8444198369979858, -0.07363872230052948, -1.1636580228805542, 1.9682049751281738, 0.04139547049999237, -1.248532772064209, 1.915198802947998, -0.028090370818972588, -0.8315227627754211, 1.8497737646102905]"
589,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.04614807665348053, -0.7690368890762329, 1.845369815826416, -0.07735006511211395, -1.1874638795852661, 2.0009608268737793, 0.043467357754707336, -1.2758922576904297, 1.9450736045837402, -0.027015669271349907, -0.8356666564941406, 1.8499103784561157]"
590,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.0447683185338974, -0.774298369884491, 1.8460315465927124, -0.08002476394176483, -1.2050347328186035, 2.0255279541015625, 0.04495914280414581, -1.296019196510315, 1.9676603078842163, -0.02621002309024334, -0.8387659788131714, 1.8499937057495117]"
591,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.0447683185338974, -0.774298369884491, 1.8460315465927124, -0.08002476394176483, -1.2050347328186035, 2.0255279541015625, 0.04495914280414581, -1.296019196510315, 1.9676603078842163, -0.02621002309024334, -0.8387659788131714, 1.8499937057495117]"
592,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.04292966425418854, -0.7812883257865906, 1.846846342086792, -0.0833909660577774, -1.2276334762573242, 2.057586669921875, 0.04683418571949005, -1.3218337297439575, 1.9973567724227905, -0.025135917589068413, -0.8428869247436523, 1.8500795364379883]"
593,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.04109172523021698, -0.7882483005523682, 1.8475837707519531, -0.08646108210086823, -1.2488704919815063, 2.088283061981201, 0.04854215681552887, -1.346016764640808, 2.0260565280914307, -0.024062199518084526, -0.8469946384429932, 1.8501360416412354]"
594,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.039254769682884216, -0.7951781749725342, 1.848244309425354, -0.08915971219539642, -1.268385648727417, 2.117199182510376, 0.05004064738750458, -1.3681570291519165, 2.0533971786499023, -0.022988809272646904, -0.8510890603065491, 1.8501638174057007]"
595,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.039254769682884216, -0.7951781749725342, 1.848244309425354, -0.08915971219539642, -1.268385648727417, 2.117199182510376, 0.05004064738750458, -1.3681570291519165, 2.0533971786499023, -0.022988809272646904, -0.8510890603065491, 1.8501638174057007]"
596,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.03741873800754547, -0.8020768165588379, 1.8488271236419678, -0.09141306579113007, -1.2859026193618774, 2.144083261489868, 0.05128960311412811, -1.3879330158233643, 2.079181671142578, -0.021915925666689873, -0.8551698327064514, 1.8501622676849365]"
597,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.035583630204200745, -0.8089439272880554, 1.8493329286575317, -0.09315313398838043, -1.301216721534729, 2.1688098907470703, 0.052251264452934265, -1.4051002264022827, 2.1033318042755127, -0.020843280479311943, -0.8592369556427002, 1.8501317501068115]"
598,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.033291175961494446, -0.8174822330474854, 1.8498563766479492, -0.09451721608638763, -1.317052960395813, 2.196641445159912, 0.05300067365169525, -1.4226292371749878, 2.1312355995178223, -0.01950289122760296, -0.8643014430999756, 1.8500529527664185]"
599,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.031000064685940742, -0.8259688019752502, 1.8502589464187622, -0.09489993751049042, -1.3290836811065674, 2.2211384773254395, 0.053203120827674866, -1.435604214668274, 2.1567223072052, -0.01816321723163128, -0.8693438768386841, 1.849928379058838]"
600,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.029168294742703438, -0.8327199816703796, 1.8504939079284668, -0.0944627970457077, -1.3359484672546387, 2.238459825515747, 0.052951470017433167, -1.4426491260528564, 2.1754982471466064, -0.017091883346438408, -0.8733620047569275, 1.8497964143753052]"
601,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.026879863813519478, -0.841110110282898, 1.85067880153656, -0.09297163784503937, -1.3411451578140259, 2.2574758529663086, 0.052111729979515076, -1.4473092555999756, 2.197129487991333, -0.01575307361781597, -0.8783641457557678, 1.8495900630950928]"
602,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.02459310181438923, -0.8494449853897095, 1.8507426977157593, -0.09044630825519562, -1.3427367210388184, 2.2738258838653564, 0.050697192549705505, -1.4474728107452393, 2.2169089317321777, -0.014414890669286251, -0.8833438158035278, 1.8493386507034302]"
603,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.022307829931378365, -0.8577233552932739, 1.850685715675354, -0.0869348794221878, -1.3409645557403564, 2.2878057956695557, 0.04873459041118622, -1.4433361291885376, 2.2350211143493652, -0.01307730283588171, -0.888300359249115, 1.8490417003631592]"
604,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.0200242567807436, -0.8659439086914062, 1.8505079746246338, -0.0825120061635971, -1.336127758026123, 2.299708843231201, 0.046265020966529846, -1.4351601600646973, 2.2516205310821533, -0.011740311048924923, -0.8932337164878845, 1.8486995697021484]"
