i,joint_names,positions,pulse_position
629,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.023935778066515923, -1.0122601985931396, 1.823198914527893, 0.06827081739902496, -0.9903936982154846, 2.2948293685913086, -0.038894280791282654, -0.8817046880722046, 2.288931369781494, 0.014078364707529545, -0.9839361906051636, 1.8331005573272705]","[1473.856975119561, 2039.2881089046716, 297.53676682018204, 1677.1851833164692, 496.8057761689676, 2493.651596347897, 1566.6023223102093, 1633.5999485734585, 419.09582262948766, 1592.1030325908214, 565.2132865659155, 1853.2872382322546]"
630,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.026182694360613823, -1.0190397500991821, 1.8205678462982178, 0.07416458427906036, -0.969092071056366, 2.275550365447998, -0.042281970381736755, -0.8506680130958557, 2.266875982284546, 0.015402750112116337, -0.9883340001106262, 1.8318359851837158]","[1470.4641315154731, 2052.9461177735316, 297.1073899002514, 1686.4383973181248, 486.12035739710325, 2472.7022753995498, 1561.080388277769, 1576.0959891059063, 415.0575535540247, 1594.1823176760226, 567.7395686439684, 1852.0087402218176]"
631,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.02842758409678936, -1.0257372856140137, 1.8178179264068604, 0.0790417343378067, -0.9483960866928101, 2.252707004547119, -0.045086607336997986, -0.8218098878860474, 2.2412126064300537, 0.016726450994610786, -0.9927029013633728, 1.83052659034729]","[1467.074348013848, 2066.438898141015, 296.6586169951288, 1694.0955229103565, 475.73874390961504, 2447.879783515809, 1556.5088300406933, 1522.6283910581474, 410.3586736499869, 1596.260528061539, 570.249244636502, 1850.684925916893]"
632,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.030670655891299248, -1.0323513746261597, 1.8149489164352417, 0.08276255428791046, -0.9284538626670837, 2.2261009216308594, -0.04722462594509125, -0.7954838871955872, 2.211914539337158, 0.01804952509701252, -0.9970426559448242, 1.8291724920272827]","[1463.6873096041381, 2079.7635681146567, 296.19040919611786, 1699.9372102320194, 465.7352350994441, 2418.968570314183, 1553.0238597095013, 1473.8522487104062, 404.99429370751477, 1598.3377544023097, 572.7421775861103, 1849.3159158395406]"
633,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.03246341645717621, -1.0375821590423584, 1.8125685453414917, 0.08483578264713287, -0.9131093621253967, 2.2020058631896973, -0.048413053154945374, -0.7764183878898621, 2.1858725547790527, 0.01910756714642048, -1.0004931688308716, 1.828056812286377]","[1460.980241149664, 2090.301448073805, 295.80194477052885, 1703.1921787559986, 458.0380571839609, 2392.7859347909225, 1551.086723357439, 1438.5281780700907, 400.22609179225793, 1599.9988804198802, 574.7242936494105, 1848.187949881803]"
634,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.03246341645717621, -1.0375821590423584, 1.8125685453414917, 0.08483578264713287, -0.9131093621253967, 2.2020058631896973, -0.048413053154945374, -0.7764183878898621, 2.1858725547790527, 0.01910756714642048, -1.0004931688308716, 1.828056812286377]","[1460.980241149664, 2090.301448073805, 295.80194477052885, 1703.1921787559986, 458.0380571839609, 2392.7859347909225, 1551.086723357439, 1438.5281780700907, 400.22609179225793, 1599.9988804198802, 574.7242936494105, 1848.187949881803]"
635,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.03470279276371002, -1.0440438985824585, 1.809485912322998, 0.08624984323978424, -0.8947233557701111, 2.168302297592163, -0.049217477440834045, -0.7551966309547424, 2.1501243114471436, 0.02042950876057148, -1.00477933883667, 1.8266215324401855]","[1457.5987829267979, 2103.319196499832, 295.29887477947784, 1705.4122538864613, 448.8151853356812, 2356.162318540753, 1549.7755117714405, 1399.2090483128825, 393.68070574681445, 1602.0743287540972, 577.1864454219431, 1846.7368642817216]"
636,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.03693993389606476, -1.0504200458526611, 1.8062849044799805, 0.08635272085666656, -0.8772039413452148, 2.1306264400482178, -0.0492638498544693, -0.7368901371955872, 2.110959529876709, 0.021750735118985176, -1.0090357065200806, 1.8251416683197021]","[1454.2206998169422, 2116.1645116933173, 294.77648662062785, 1705.5737717449665, 440.0270172596231, 2315.222254066196, 1549.699924737215, 1365.2912437825437, 386.5097627613407, 1604.1486541368067, 579.6314775186829, 1845.2407034312726]"
637,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.03917507827281952, -1.0567092895507812, 1.8029656410217285, 0.08520065248012543, -0.8604947328567505, 2.0891385078430176, -0.04858581721782684, -0.7214029431343079, 2.0686304569244385, 0.023071276023983955, -1.0132619142532349, 1.823616862297058]","[1450.8456318080425, 2128.8347519195013, 294.2347997483272, 1703.765024393797, 431.6452683579106, 2270.13983975311, 1550.8051179349422, 1336.5969657954665, 378.75944840754295, 1606.2219033576548, 582.0591845035202, 1843.6991057642758]"
638,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.04140801727771759, -1.062911033630371, 1.7995281219482422, 0.0829090029001236, -0.8445410132408142, 2.044238567352295, -0.04725213348865509, -0.7085610032081604, 2.0235819816589355, 0.024391042068600655, -1.0174576044082642, 1.822047233581543]","[1447.4738939106464, 2141.3287163898567, 293.6738141625757, 1700.167134553194, 423.64249120892595, 2221.3498034161835, 1552.9790224134922, 1312.8037471739274, 370.51122041396957, 1608.293936047703, 584.4693609403457, 1842.1121918027918]"
639,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.04319299757480621, -1.0678086280822754, 1.796692967414856, 0.08036576211452484, -0.8323294520378113, 2.0063600540161133, -0.045778557658195496, -0.7000694870948792, 1.9860810041427612, 0.025446491315960884, -1.0207922458648682, 1.8207595348358154]","[1444.7785736620426, 2151.1953555621635, 293.211131398464, 1696.174246519804, 417.51687252554376, 2180.1895252095137, 1555.3809510171413, 1297.0708827878973, 363.64491449102206, 1609.9509913660586, 586.3849157041632, 1840.810312512752]"
640,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.04542221128940582, -1.0738505125045776, 1.7930428981781006, 0.07646842300891876, -0.817901611328125, 1.9576091766357422, -0.04352752864360809, -0.6916102170944214, 1.9383809566497803, 0.02676515467464924, -1.024932622909546, 1.8191094398498535]","[1441.4124609529972, 2163.367268549458, 292.6154587098066, 1690.0554241240025, 410.27951367003703, 2127.2149098124887, 1559.0501283109188, 1281.397763176918, 354.91119232378867, 1612.0212928391993, 588.763318022717, 1839.142046160898]"
641,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.04579947888851166, -1.0783904790878296, 1.7912217378616333, 0.07086803019046783, -0.8058717250823975, 1.9195882081985474, -0.04033119976520538, -0.6887758374214172, 1.9020936489105225, 0.02697424776852131, -1.0293642282485962, 1.8181147575378418]","[1440.8427868783474, 2172.513434605298, 292.31825463179564, 1681.2628073990345, 404.2450276022221, 2085.8998343058925, 1564.2601443827152, 1276.146296840518, 348.2671053543111, 1612.3495689965785, 591.3090138131189, 1838.136410093865]"
642,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.04942940175533295, -1.0844990015029907, 1.7861762046813965, 0.06811724603176117, -0.79598468542099, 1.8724900484085083, -0.03872348368167877, -0.6831573843955994, 1.8564969301223755, 0.029136912897229195, -1.0323071479797363, 1.8160269260406494]","[1435.3616033494473, 2184.819595749961, 291.49484934268025, 1676.944076269865, 399.28544595115807, 2034.7211266629909, 1566.8807215988636, 1265.736570434156, 339.9184957708145, 1615.7449532486498, 592.9995475583147, 1836.0255867383978]"
643,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.04942940175533295, -1.0844990015029907, 1.7861762046813965, 0.06811724603176117, -0.79598468542099, 1.8724900484085083, -0.03872348368167877, -0.6831573843955994, 1.8564969301223755, 0.029136912897229195, -1.0323071479797363, 1.8160269260406494]","[1435.3616033494473, 2184.819595749961, 291.49484934268025, 1676.944076269865, 399.28544595115807, 2034.7211266629909, 1566.8807215988636, 1265.736570434156, 339.9184957708145, 1615.7449532486498, 592.9995475583147, 1836.0255867383978]"
644,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.05165247619152069, -1.0902873277664185, 1.7821966409683228, 0.06312762200832367, -0.7881902456283569, 1.8328701257705688, -0.035862997174263, -0.6837376952171326, 1.8192166090011597, 0.030453668907284737, -1.0363600254058838, 1.8142517805099487]","[1432.0047609508038, 2196.480693297681, 290.8454048354969, 1669.1103665530682, 395.3755637316341, 1991.6685648100258, 1571.5433146059513, 1266.8117555171411, 333.0925913096952, 1617.812260184437, 595.3276865087406, 1834.2308927458057]"
645,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.05342946946620941, -1.0948518514633179, 1.7789283990859985, 0.05912323296070099, -0.7860212922096252, 1.8096694946289062, -0.033571645617485046, -0.6884410381317139, 1.7980620861053467, 0.03150640428066254, -1.0395797491073608, 1.8127998113632202]","[1429.3215011060238, 2205.676331840851, 290.31204442424144, 1662.8234757483006, 394.28756348626814, 1966.4578490703193, 1575.2782176434994, 1275.52598925926, 329.2192675864936, 1619.4650547206402, 597.1772278027007, 1832.7629340573515]"
646,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.05564872920513153, -1.1004738807678223, 1.7747373580932617, 0.054218217730522156, -0.7911084294319153, 1.7975163459777832, -0.030770165845751762, -0.702110230922699, 1.7885903120040894, 0.032821908593177795, -1.0435755252838135, 1.8109444379806519]","[1425.9704189002514, 2217.002409389414, 289.62808790328626, 1655.1226018369198, 396.83939631875853, 1953.2517610930117, 1579.8446296714246, 1300.8519208806708, 327.4850168303837, 1621.5303964912891, 599.4725654543075, 1830.8871287185088]"
647,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.058055415749549866, -1.1073274612426758, 1.7718641757965088, 0.052414342761039734, -0.7958153486251831, 1.7990059852600098, -0.02974115125834942, -0.7100100517272949, 1.791098713874817, 0.034249380230903625, -1.0487060546875, 1.8106331825256348]","[1422.3363222181797, 2230.809556193383, 289.15919920208705, 1652.2905181348324, 399.2005024600733, 1954.8704615615293, 1581.5219234488904, 1315.4885072964057, 327.94429698153925, 1623.7715269625187, 602.4197518814042, 1830.5724456203518]"
648,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.060998573899269104, -1.1186554431915283, 1.7746894359588623, 0.05114929378032684, -0.7993031740188599, 1.8004366159439087, -0.029019786044955254, -0.7157326936721802, 1.7932202816009521, 0.03599648177623749, -1.0579129457473755, 1.8164809942245483]","[1417.8921534121037, 2253.6307823151724, 289.6202672552951, 1650.3043912351131, 400.95008124371213, 1956.4250409727554, 1582.697748746723, 1326.0912722735422, 328.3327490702245, 1626.5144763886929, 607.7085675634515, 1836.4846552642043]"
649,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.06491623818874359, -1.1377133131027222, 1.7870663404464722, 0.04946146905422211, -0.8039484620094299, 1.80231773853302, -0.028057588264346123, -0.7233498096466064, 1.7959843873977661, 0.03832505643367767, -1.0741196870803833, 1.8326785564422607]","[1411.9764803349972, 2292.02455453398, 291.6401149609632, 1647.6545064151287, 403.2802716617669, 1958.469142556719, 1584.2661311291158, 1340.2040703934063, 328.83884777114855, 1630.170338600874, 617.0183842170285, 1852.8605901405363]"
650,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.06491623818874359, -1.1377133131027222, 1.7870663404464722, 0.04946146905422211, -0.8039484620094299, 1.80231773853302, -0.028057588264346123, -0.7233498096466064, 1.7959843873977661, 0.03832505643367767, -1.0741196870803833, 1.8326785564422607]","[1411.9764803349972, 2292.02455453398, 291.6401149609632, 1647.6545064151287, 403.2802716617669, 1958.469142556719, 1584.2661311291158, 1340.2040703934063, 328.83884777114855, 1630.170338600874, 617.0183842170285, 1852.8605901405363]"
651,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.06881095468997955, -1.1599030494689941, 1.8064906597137451, 0.04777245223522186, -0.8085877299308777, 1.804168701171875, -0.027095122262835503, -0.730951726436615, 1.7986745834350586, 0.040643319487571716, -1.093450665473938, 1.8556785583496094]","[1406.0954584181309, 2336.727749991392, 294.8100648256843, 1645.0027500092983, 405.6074422654607, 1960.4804711558445, 1585.8349507115781, 1354.2887078522022, 329.33141383764064, 1633.8100115954876, 628.1228907233251, 1876.1138753156586]"
652,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.07265324890613556, -1.1839401721954346, 1.8304824829101562, 0.046082064509391785, -0.8132210373878479, 1.8059897422790527, -0.026132239028811455, -0.7385380864143372, 1.8012908697128296, 0.04293398559093475, -1.114654302597046, 1.8829948902130127]","[1400.2935941517353, 2385.1526694107656, 298.7254080430919, 1642.348841279745, 407.9316229539456, 1962.459285845111, 1587.4044503830373, 1368.34452204614, 329.81044726970083, 1637.4063573777676, 640.3031291777435, 1903.7310232322877]"
